"emp_no","last_name","first_name","sex","salary"
38058,"Kavraki","Khalil","F",40081
82215,"Hoppenstand","Xiaoqiang","F",43250
450937,"Ananiadou","Mahendra","M",68521
416341,"Hoppenstand","Adly","F",40345
288010,"Smeets","Bernardo","M",43405
473489,"Roohalamini","Baziley","M",56945
461126,"Danner","Behnaam","F",40000
223809,"Wuwongse","Mahendra","M",40000
105745,"Servieres","Eben","F",91101
96914,"Hambrick","Anoosh","F",64461
256340,"Kushnir","Isamu","M",40000
273782,"Kornyak","Shooichi","M",65047
215848,"Chenoweth","Arnd","M",45040
461050,"Mattern","Jessie","M",40000
244669,"Griswold","Mooi","M",50962
224861,"Murillo","Berhard","F",50988
495013,"Marsiglia","Adit","F",40000
244199,"Simkin","Masaru","M",87078
495051,"Sluis","Somnath","F",53477
465831,"Gecsei","Hidekazu","M",68936
238479,"Pintelas","Yongmin","M",82710
95131,"Restivo","Arco","F",40000
82335,"Reeken","Mansur","F",40273
225633,"Krohm","Toshimi","F",82265
245151,"Leonhardt","Yuguang","F",56932
263196,"Luck","Zhilian","M",40000
462965,"Wissmann","Vasilii","M",45294
269168,"Passino","Mariusz","M",83440
492103,"Mersereau","Garnik","M",63814
105693,"Haraldson","Nishit","F",48878
483526,"Lanphier","Otmar","F",40000
103839,"Lalonde","Moriyoshi","F",48349
441411,"Olivero","Sadegh","M",75643
17472,"Verhoeff","Murthy","M",40000
39029,"Farrel","Arto","F",40000
293737,"Fraisse","Gopalakrishnan","M",40000
414379,"Jullig","Pranjal","F",40000
249804,"Leivant","Limsoon","M",69791
465231,"Giaccio","Collette","M",49715
475513,"Chepyzhov","Udo","F",40000
263436,"Delaune","Tze","F",57380
468000,"Pell","Vitali","F",53554
404198,"Granlund","Gennady","F",40000
298732,"Vesel","Bodo","F",43184
216425,"Krychniak","Rayond","M",44269
261112,"Speer","Xiaobin","F",44675
82158,"Munck","Arvind","M",40000
91759,"Xiaoshan","Josyula","F",43415
489873,"Ranze","Doohun","M",54437
253999,"Cheshire","Jiang","M",53175
90593,"Varley","Narain","M",46795
493681,"Mersereau","Baocai","M",40000
470935,"Honiden","Berthier","F",43272
456695,"Zwicker","Zhanqiu","M",70016
225616,"Rosen","Doohun","M",60462
447329,"Lung","Gay","F",53452
243790,"Lueh","Wanqing","M",40000
448222,"Panwar","Shahar","M",40000
431180,"Hinsberger","Shuji","F",41410
49642,"Trogemann","Dulce","F",40000
233448,"Lichtman","Mantis","F",74775
489146,"Anguita","Deborah","F",55959
236556,"Heuser","Akemi","F",75910
269797,"Speek","Sashi","M",43486
483925,"Mayerwieser","Ymte","M",61964
428619,"Puppe","Remco","M",56436
41516,"Cooman","Dannz","M",63055
263096,"Parfitt","Adamantios","M",40000
210285,"Azumi","Ziya","M",58357
262471,"Demian","Thodoros","M",40000
468529,"Carrera","Lein","M",40000
71719,"Krupka","Parto","M",40000
60355,"Osgood","Satoru","M",40000
400874,"Shihab","Gretta","F",62331
32531,"Zirintsis","Heng","M",63102
235346,"Riexinger","Mabo","M",72920
267916,"Bodoff","Venkatesan","F",63241
280342,"Binding","Djenana","F",61785
266538,"Verhaegen","Fumitake","M",60669
224821,"Gulak","Mabhin","M",57181
291003,"Ramalingam","Rimli","M",55265
442837,"Harbusch","Roddy","M",76384
73965,"Verhaegen","Tonia","M",40000
26547,"Eldridge","Temple","F",63083
207526,"Angelopoulos","Satoru","F",74678
87926,"Rodite","Sorina","M",77961
201547,"Juneja","Sampalli","F",64402
88749,"Cincotta","Phule","M",71311
46917,"Rothe","Hatim","M",56666
477939,"Zwicker","Gal","M",40000
481228,"Cochrane","Vishv","F",52131
259702,"Anguita","Sedat","M",61130
460217,"Quaggetto","Tzu","M",48160
33394,"Brender","Xinan","M",64774
461859,"Schlegelmilch","Rosella","M",62629
454966,"Goodrum","Genta","F",88871
202734,"Reghbati","Zengping","F",51531
465754,"Michaels","Aiman","M",40000
427802,"Morrow","Aruna","F",58318
15798,"Rajcani","Heejo","M",40000
47486,"Birch","Hiroyasu","M",65222
293298,"Mitzlaff","Leucio","M",40000
475586,"Servi","Nakhoon","F",70122
56145,"Jiafu","Elvia","M",40000
293553,"Braunschweig","Alselm","F",40000
65585,"Carrera","Ramya","F",55431
81611,"Suessmith","Gritta","M",45758
51888,"Rosar","Boriana","M",64552
34440,"Chaudhury","Udo","M",63860
95492,"Decaestecker","Younwoo","M",40000
454849,"Mayerwieser","Joydip","M",47490
40785,"Castellani","Youpyo","M",49404
85066,"Werthner","Phuoc","F",57896
261993,"Bresenham","Gretta","M",40000
104787,"Limongiello","Udaiprakash","M",47026
263280,"Zambonelli","Sungwon","M",50146
496357,"Bernatsky","Sushant","M",42715
25185,"Chiodo","Zine","M",68165
495843,"Hainaut","Marjo","M",40000
470718,"Polupanov","Gio","F",40970
221422,"Falster","Denny","F",56083
288709,"Panienski","Prasadram","M",40000
217125,"Maliniak","Tuval","M",52147
234517,"Setlzner","Honglan","F",53370
81750,"Schlegelmilch","Suzette","F",43368
108218,"Piveteau","Akeel","F",40000
467047,"Gronowski","Naraig","M",53733
471384,"Akazan","Masasuke","F",51024
400922,"Atrawala","Utpal","M",59120
40111,"Swist","Yagil","F",61234
74599,"Setiz","Conal","M",70444
283971,"Miake","Xiaopeng","F",40000
88013,"Vasanthakumar","Frederique","M",78137
57029,"Geffroy","Saniya","M",40000
44339,"Gonthier","Aiman","M",53068
240904,"Krone","Aluzio","F",63305
260518,"Kusakari","Gila","M",40000
231243,"Birta","Abdelghani","M",40000
99801,"Schach","Kannan","M",48627
284259,"Rijckaert","Gianluca","M",67957
459499,"Larfeldt","Augustine","M",43887
464183,"Stafford","Adib","M",61374
205137,"Marquardt","Weiyi","F",52291
461478,"Sudbeck","Gad","M",58819
452503,"Porotnikoff","Fumino","M",73035
43148,"Syrotiuk","Lobel","M",73987
55816,"Kaiser","Uma","M",40000
52283,"Krupka","Trygve","M",44232
77140,"Nitto","Yishay","M",40000
452800,"Cromarty","Florina","M",47697
492584,"Maginnis","Mantis","F",76720
87229,"Sevcikova","Wanqing","F",40000
423715,"Condotta","Tayeb","F",98299
63837,"Emmart","Aloke","F",40000
416518,"Rosenbaum","Dzung","F",40000
408710,"Lores","Marjo","M",75113
412995,"Plump","Poorav","M",45661
64200,"Bojadziev","Khun","F",40000
27606,"Uhrik","Murthy","M",40000
21951,"Swen","Sailaja","F",77304
242039,"Douceur","Zine","M",110437
213440,"Farrag","Rafols","M",40000
200929,"Rosay","Fan","F",63183
427659,"Ritcey","Mariusz","F",81017
407992,"Morrow","Miomir","F",68849
63701,"Syang","Diederik","M",57962
428268,"DiGiano","Miquel","M",40000
484005,"Czap","Remco","M",74044
290076,"Roohalamini","Rosine","F",47568
277088,"Rosenbaum","Marsal","M",40000
16702,"Feldmann","Gal","F",40000
17553,"Bamford","Toshimitsu","F",78172
432963,"Jakobus","Heather","M",45871
234817,"Wossner","Odoardo","M",40000
214059,"McFarlin","Shahar","F",55646
251156,"Shokrollahi","Xuejun","M",70464
249273,"Morrey","Sasan","M",40000
456154,"Biran","Ewing","M",40000
45002,"Klyachko","Leif","M",40000
241297,"Litvinov","Evgueni","M",41217
27880,"Poujol","Yinlin","F",51080
298251,"Crouzet","Zhenbing","M",86036
407156,"Pews","Barton","F",40000
400700,"Bazelow","Karsten","M",60491
85806,"Porenta","Jiafu","F",48362
49767,"Vesna","Juyoung","F",77088
21115,"Luca","Fei","M",60275
25448,"Cesareni","Hirochika","M",56484
109571,"Zeidenstein","Serap","F",61837
12736,"Tempesti","Prasadram","F",48204
64292,"Benantar","Teruyuki","F",40000
67426,"Geffroy","Haldun","M",40000
402604,"Cooley","Mabhin","F",77871
459316,"Backhouse","Leah","M",40000
95837,"Boissier","Pascal","F",46470
43174,"Aamodt","Mariusz","M",51185
81504,"Farrag","Shmuel","F",74248
431773,"Montemayor","Chuanti","F",82305
239187,"Munck","Pranay","M",42860
262657,"Himler","Faiza","F",40000
24870,"Maksimenko","Uno","F",40000
244060,"Bazelow","Dietrich","F",44962
200506,"Berztiss","Lokesh","M",55729
105964,"Rouquie","Baziley","F",62631
493820,"Fiebach","Yahiko","M",68051
17345,"Strandh","Duangkaew","M",40000
426424,"Gargeya","Joydip","F",40000
63950,"Radivojevic","Shugo","M",40000
66174,"Gimarc","Ortrud","M",70350
400105,"Coombs","Carrsten","F",55282
411315,"Streng","Margo","M",40000
284861,"Skafidas","Abdelaziz","M",55217
30150,"Oberman","Ranan","F",51303
99722,"Granlund","Kazuhide","F",40000
261348,"Zedlitz","Volkmar","F",66433
482420,"Rullman","Marl","F",60149
69422,"Quittner","Valdiodio","M",48878
464050,"Bratten","Shan","M",57980
202260,"Gyimothy","Gunilla","F",51650
202378,"Tanemo","Sadun","M",40000
424041,"Gonthier","Shin","M",48182
216734,"Swist","Yakkov","M",40000
68122,"Reinhard","Dante","F",40813
496459,"Peres","Dekang","M",48577
234679,"Chandrasekhar","Sachin","M",55185
217155,"Middleton","Divier","F",58757
295489,"Peir","Gopalakrishnan","F",40000
109000,"Angot","Shugo","M",41367
450904,"Hiroyama","Stein","M",62431
36909,"Speel","Utpal","M",40000
446426,"Vidal","Girolamo","M",40000
230629,"Bednarek","Sibyl","M",43836
94172,"Bage","Ronnie","F",74442
462323,"Paludetto","Gita","F",40000
241921,"Schlegelmilch","Herbert","M",67025
222752,"Narahari","Elliott","M",59019
99759,"Fadgyas","Stella","M",57841
215109,"Matzke","Irena","F",40000
96577,"Gerlach","Amabile","F",54440
487518,"Poupard","Luigi","M",49143
282727,"Wursthorn","Chinya","F",43397
478657,"Kalorkoti","Tomofumi","M",49784
253375,"Rajcani","Navid","F",40000
460423,"Cappelli","Jessie","F",50622
19851,"Fiebach","Morris","M",40000
211580,"Akazan","Dietrich","M",52123
284279,"Muhlberg","Subhrajyoti","F",71193
484013,"Ellozy","Conor","M",97377
21170,"Hinsberger","Sakthirel","F",40000
227602,"Zyda","Yunming","F",58368
483390,"Jumpertz","Jianhua","F",40000
294010,"Ranum","Panayotis","M",40191
266584,"Petereit","Gully","F",40000
71113,"Atrawala","Anwar","F",40000
209649,"Saoudi","Franziska","F",89468
265181,"Syang","Raimond","M",52357
62569,"Sadowsky","Kankanahalli","F",40000
447338,"Famili","Dietrich","F",45088
227358,"Muhling","Rafols","M",48521
487338,"Nicolson","Mabo","F",40000
419886,"Ranon","Mamdouh","M",50396
452659,"Liesche","Hairong","M",72268
274765,"Baranowski","Srinidhi","F",40000
29724,"Atchley","Fay","M",40000
232627,"Mahmud","Nidapan","M",40000
264285,"Lunn","Shiv","M",53161
13968,"Unni","Selwyn","F",41598
21733,"Schoegge","Bodo","M",40000
242160,"Arlazarov","Ranga","F",51340
262645,"Ranum","Martins","F",43537
55008,"Gire","Zvonko","M",40000
290323,"Solovay","Hein","M",53308
94914,"Preusig","Ranan","F",88459
445270,"Przulj","Stamatina","M",58612
84559,"Puppo","Valter","M",64026
29675,"Strooper","LiMin","M",56532
212319,"Vesel","Haldun","M",77111
68003,"Ratzlaff","Kellie","M",40000
203110,"Crooks","Mostafa","M",58432
490554,"Zirintsis","JiYoung","F",41521
414995,"Boyle","Pranas","M",51672
479424,"Rahier","Kasidit","M",71970
283520,"Kilgore","Wayne","M",42572
235477,"Farrar","Ger","F",49471
427301,"Cunliffe","Baocai","F",56472
428880,"Chaudhury","Arunachalam","M",52354
468355,"Matzen","Huai","M",68630
253835,"Mukaidono","Rimli","M",43633
18272,"Bernardeschi","Jacqueline","M",54706
257949,"Unno","Steen","M",50747
488782,"Ghelli","Maha","M",52916
38456,"DeMori","Adamantios","F",40000
58184,"Mandelberg","Yonghong","F",53376
93156,"Besselaar","Hirochika","F",87882
252714,"Lienhardt","Hsiangchu","M",66662
83203,"Peck","Anwar","M",40000
53688,"Waschkowski","Ravishankar","M",40000
493565,"Orsini","Jayson","F",49587
277567,"Riesenhuber","Jaewon","M",84506
63813,"Erva","Troy","M",42331
431055,"Vilarrasa","Rildo","F",65855
498985,"Baer","Leandro","M",44383
221692,"Heusch","Aluzio","M",40729
60073,"Dulay","Toong","M",40000
474225,"Plotkin","Lucien","M",40000
241671,"Peir","Dung","M",40000
33052,"Armand","Rayond","F",40000
60576,"Aloisi","Atreyi","M",83572
279947,"Birsak","Chrisa","F",64987
290530,"Bala","Zito","M",40000
261222,"Falby","Stein","F",40000
270454,"Driscoll","Sariel","F",49121
452302,"Maliniak","Toong","M",40000
80145,"Samarati","Xiong","F",40000
452117,"Suwa","Mara","M",72442
48436,"Lanteri","Yakkov","F",75851
402638,"Dehkordi","Gritta","M",40000
402972,"Matzat","Shalesh","M",46079
497578,"Eterovic","Vasilis","F",77260
39690,"Krupka","Jouko","M",59330
282767,"Muntz","Lunjin","M",59527
106040,"Terekhov","Atreye","M",48790
72874,"Lund","Subbu","M",40000
83778,"Nitto","Premsyl","M",79320
75302,"Jervis","Abdulah","M",52865
262348,"Frezza","Aksel","F",53824
275103,"Fendler","Navid","M",67629
472920,"Cronin","Shuichi","M",40000
417812,"Broomell","Lene","M",63985
48197,"Siepmann","Fun","M",79603
460161,"Bardell","Tonia","F",40458
38894,"Schach","Martijn","M",68337
284859,"Krogh","Alassane","M",59876
285526,"Werthner","Babette","M",57943
448605,"Haumacher","Bowen","F",51820
269650,"Syang","Houman","F",65733
236469,"Lindenbaum","Kamakshi","M",40461
37694,"Peng","Moni","F",87169
204471,"Maginnis","Franziska","F",40000
431281,"Guerreiro","Sukumar","F",90734
277797,"Lorin","Shan","M",40000
298419,"Salverda","Vishv","F",40000
224152,"Pollacia","Itzchak","M",40000
80622,"Velasco","Hongzhu","F",40000
79805,"Ruther","Shounak","F",48115
56432,"Tchuente","Kendra","F",40000
287213,"Mellouli","Geraldo","M",53184
63006,"Luby","Breannda","M",45493
457706,"Demir","Indrajit","M",63259
90269,"Ermel","Jiann","M",40000
221009,"Itzigehl","Gay","F",68034
478879,"Itzfeldt","Ebru","M",84231
441293,"Backhouse","Soenke","M",61251
262887,"Guenter","Zito","M",59977
474380,"Sudkamp","Gregory","F",68433
25483,"Jarecki","Parke","F",65168
29973,"Trelles","Tran","M",49387
235462,"Sooriamurthi","Terresa","M",40000
36176,"Ramsak","Mamdouh","F",56485
41261,"Sidje","Angus","M",52095
209023,"Begiun","Mana","M",40000
497046,"Rouquie","Georgi","M",40000
220317,"Streit","Adel","F",46714
485053,"Benantar","Tokuyasu","M",75551
457149,"Huxford","Conrado","M",40000
276070,"Walston","Tru","M",63516
268503,"Strandh","Parto","M",54902
101967,"Kalsbeek","Woody","F",50169
401223,"Papadias","Padma","M",58139
97326,"Panwar","Elgin","F",40000
480465,"Ullian","Hatim","M",40000
285423,"Weiland","Guttorm","M",83625
459868,"Tramer","Zita","F",61027
26672,"Frezza","Shaleah","M",51130
443217,"Strooper","Mayuko","M",40000
26937,"Pearson","Marin","F",57553
439363,"Strehl","Ute","M",40000
437352,"Binkley","Divine","M",71221
59225,"Schieder","Yagil","M",41403
226718,"Botman","Douadi","F",46005
252222,"Erdi","Zijian","M",40000
271124,"Jarecki","Shooichi","F",40000
288365,"Peyn","Atilio","F",40486
417337,"Murtha","Tzvetan","F",51622
232843,"Lunn","Masanao","M",56790
462643,"Takanami","Florina","M",52515
68548,"Highland","Josyula","F",85478
18789,"Domenig","Reinhold","F",61935
239719,"Bolotov","Sreekrishna","M",50882
36716,"Kandlur","Herbert","F",40565
437270,"Murillo","Abdulah","F",62103
280982,"Kermarrec","Shem","M",76823
90677,"Panangaden","Kristina","M",55893
59529,"Baik","Garnet","F",49499
282672,"Babb","Kiam","M",66076
459460,"Sambasivam","Mostafa","F",65601
290292,"Dolinsky","Eckart","F",71105
89621,"Velardi","Duangkaew","F",40000
447568,"Hashii","Arumugam","M",45176
402575,"Jeansoulin","Alain","F",81992
416281,"Halevi","Pranav","M",40000
39813,"Bressoud","Mario","M",40000
80288,"Rousseau","Teiji","M",40000
295010,"Jonsson","Heeju","F",67833
416450,"Busillo","Yagil","M",81084
255516,"Heystek","Adly","F",46162
92083,"Edelhoff","Bokyung","F",75572
487637,"Kavraki","Prasadram","M",40000
276321,"Molenaar","Masali","M",40000
77482,"Oskamp","Mariusz","M",74534
86226,"Fargier","Collette","F",40000
486284,"Peternell","Venkatesan","F",61617
93796,"Armand","Zhonghua","F",46673
451267,"Birta","Kwan","M",77358
284536,"Schach","Kensyu","M",52117
419214,"Schlumberger","Lijia","M",61857
220885,"Setiz","Carrsten","F",67291
39263,"Validov","Alper","M",40634
65418,"Pokrovskii","Shim","M",40000
431565,"Kuszyk","Sumali","M",62233
210725,"Kulisch","Katsuo","F",40000
403816,"Makinen","Chenyi","F",68782
67470,"Pusterhofer","Rutger","F",40000
413046,"Millington","JoAnna","M",76018
215362,"Varker","Dante","F",40000
96748,"Menhoudj","Geraldo","M",40000
109929,"Vitiello","Jagoda","F",95744
493104,"Glowinski","Lena","F",50144
271936,"Moffat","Ennio","F",68931
80680,"Prenel","Bangqing","M",64425
452954,"Buchter","Honesty","F",40000
44368,"Eastman","Shiv","M",40000
213327,"Alpin","Shiv","M",40000
256813,"Nannarelli","Manibrata","F",50221
425563,"Swiler","Gor","M",61806
10340,"Laventhal","Djelloul","M",68132
79796,"Szilard","Susanta","M",40000
250047,"Sridhar","Udi","F",59887
213135,"Danlos","Gadiel","F",40000
78111,"Ushiama","Teunis","M",74871
221486,"Maraist","Ortrud","F",66437
257273,"Schaaf","Tua","M",55905
457058,"Gente","Terresa","F",40000
463573,"Ouhyoung","Kiyotoshi","M",40000
453262,"Eiron","Manohar","M",55581
76276,"Miculan","Jackson","F",61798
94441,"Keohane","Christoph","F",40000
25428,"Christ","Ung","M",40000
281665,"Penn","Marsal","M",48101
75531,"Parfitt","Basant","M",62625
24924,"Kaminger","Yoshinari","M",40883
51268,"Selenyi","Berhard","M",42224
441036,"Ernst","Aruna","M",65790
489598,"Stanfel","Duro","F",62463
413780,"Iivonen","Bodo","M",94389
266822,"Beeson","Fan","F",42341
244512,"Kawashima","Supot","M",40000
53202,"Bauknecht","Vishu","M",44822
32139,"Gniady","Kien","M",56299
215938,"Cyne","Holgard","F",40000
434036,"Suri","Mingzeng","M",40000
95558,"Etalle","Vasiliy","M",44781
433332,"Perfilyeva","Dines","F",70465
234919,"Melski","Sukumar","M",68442
258604,"Rosaz","Tsutomu","M",55370
65875,"Nitto","Mayumi","F",40000
31281,"Collavizza","Zongyan","M",40000
257940,"Silva","Adly","M",52152
42248,"Bottner","Kayoko","F",40000
426384,"Ranum","Sudharsan","F",47591
404184,"Casley","Fay","M",40000
279392,"Gecseg","Weiye","F",56965
403118,"Schwabacher","Gudjon","M",51740
15045,"Luby","Marco","M",55361
213912,"Codenie","Mohan","M",40000
475686,"Reeken","Elrique","M",59001
103934,"Apsitis","Clyde","M",55141
25294,"Manders","Berna","M",40000
44931,"Gomatam","Seongbin","M",40000
216478,"Pleszkun","Fan","M",62796
41323,"Nitsch","Uri","F",62268
32596,"Gelosh","Naftaly","M",40000
431542,"Landherr","Heather","M",42939
57384,"Birch","Chirstian","M",58928
411189,"Fargier","Hilary","M",57336
462104,"Swab","Elgin","F",40000
90849,"Thummel","Khoa","M",67122
448932,"Aingworth","Constantine","M",40000
84977,"Menhardt","Godehard","M",54499
423810,"Eldridge","Utz","F",42969
422999,"Cannane","Kristen","F",44803
406197,"Wilharm","Shaunak","M",50220
92382,"Pietracaprina","Moty","M",54290
424913,"Ravishankar","Almudena","M",40000
485526,"Seiwald","Steen","F",40000
271275,"Chorvat","Kwangho","M",45745
222481,"Pagter","Vesna","M",44450
246157,"Ohori","Saddek","M",40047
210486,"Comte","Snehasis","F",40000
465840,"Peyn","Mohammad","M",40000
477760,"Armand","Aleksandar","F",44600
223055,"Ghandeharizadeh","Bedir","F",40000
15601,"Anily","Carrsten","F",83263
420368,"Veevers","Manibrata","F",47327
492298,"Foong","Godehard","F",40000
35992,"Gadepally","Akemi","M",40467
66727,"Ghelli","Francoise","M",73178
277218,"Kamble","Elvia","M",40000
480012,"Maccarone","Manton","M",54506
460047,"Middleton","Kwun","M",91898
247574,"Baba","Kaijung","M",58402
468013,"Feinberg","Lorien","M",44431
491053,"Armand","Martins","M",67763
449035,"Suppi","Aria","M",94349
42510,"Driscoll","Conor","M",42335
64751,"Schwaller","Qiwen","F",59844
466750,"Kalafatis","Reinhard","F",57197
489697,"Pepe","Naraig","F",40000
269290,"Seuren","Mohan","F",41252
426897,"Otillio","Gennadi","M",50611
23061,"Eiron","Yucai","M",40000
233531,"Cullers","Along","F",40000
424575,"Anandan","Vasilii","F",47734
67740,"Stifter","Reinhard","F",42141
402317,"Schoegge","Monique","M",40000
400619,"Reutenauer","Sverrir","M",57275
25054,"Quittner","Kiam","M",40000
496967,"Curless","Mang","M",68536
70257,"Saoudi","Kiyomitsu","M",73186
255459,"Szmurlo","Mokhtar","F",52608
258418,"Gils","Aron","M",52150
250328,"Baranowski","Sedat","M",56473
14753,"Colorni","Fuqing","M",40000
415645,"Luef","Shiv","M",47470
471860,"Setlzner","Hongzue","F",43838
459445,"Baig","Gaurav","M",40000
271366,"Bouloucos","Alois","F",72462
277018,"Serre","Magdalena","F",40000
87706,"Siochi","Susanne","M",44739
485702,"Birke","Maik","F",65417
408647,"Gurbaxani","Brendon","M",46458
243371,"Businaro","Vasilis","M",69235
230535,"Cromarty","Sibyl","F",40000
222211,"Hennebert","Gully","M",67163
44439,"Fiebach","Chandrasekaran","F",40000
100596,"Delgrossi","Jinya","F",45333
264403,"Barinka","Jeane","M",50391
103782,"Baez","Sigeru","F",85804
413858,"Veldwijk","Gregory","F",42327
